MONTH,WEEK,HOUR,TEMP
10,3,0,12.100000
10,3,1,12.200000
10,3,2,12.100000
10,3,3,12.400000
10,3,4,12.100000
10,3,5,11.900000
10,3,6,12.100000
10,3,7,12.100000
10,3,8,12.900000
10,3,9,14.200000
10,3,10,15.400000
10,3,11,16.000000
10,3,12,17.200001
10,3,13,17.799999
10,3,14,18.500000
10,3,15,18.100000
10,3,16,17.100000
10,3,17,15.700000
10,3,18,15.300000
10,3,19,14.900000
10,3,20,14.400000
10,3,21,13.900000
10,3,22,13.600000
10,3,23,12.900000
10,4,0,13.100000
10,4,1,12.800000
10,4,2,12.400000
10,4,3,12.200000
10,4,4,11.900000
10,4,5,11.800000
10,4,6,12.200000
10,4,7,12.400000
10,4,8,13.100000
10,4,9,14.400000
10,4,10,15.600000
10,4,11,16.500000
10,4,12,17.000000
10,4,13,17.200001
10,4,14,17.200001
10,4,15,16.900000
10,4,16,16.200001
10,4,17,15.600000
10,4,18,15.100000
10,4,19,14.600000
10,4,20,14.200000
10,4,21,13.900000
10,4,22,13.700000
10,4,23,13.400000
10,5,0,13.100000
10,5,1,12.900000
10,5,2,12.700000
10,5,3,12.600000
10,5,4,12.500000
10,5,5,12.400000
10,5,6,12.400000
10,5,7,12.600000
10,5,8,13.100000
10,5,9,13.200000
10,5,10,13.400000
10,5,11,13.600000
10,5,12,13.000000
10,5,13,12.700000
10,5,14,12.800000
10,5,15,12.900000
10,5,16,12.700000
10,5,17,12.400000
10,5,18,12.400000
10,5,19,12.500000
10,5,20,12.500000
10,5,21,12.600000
10,5,22,12.900000
10,5,23,13.000000
10,6,0,13.000000
10,6,1,13.100000
10,6,2,13.100000
10,6,3,13.100000
10,6,4,13.100000
10,6,5,13.300000
10,6,6,13.500000
10,6,7,13.600000
10,6,8,13.800000
10,6,9,13.900000
10,6,10,14.100000
10,6,11,14.400000
10,6,12,14.600000
10,6,13,15.200000
10,6,14,15.400000
10,6,15,15.600000
10,6,16,15.900000
10,6,17,16.100000
10,6,18,16.100000
10,6,19,16.400000
10,6,20,16.000000
10,6,21,15.900000
10,6,22,15.900000
10,6,23,17.400000
10,0,0,17.500000
10,0,1,17.500000
10,0,2,17.500000
10,0,3,17.299999
10,0,4,12.600000
10,0,5,12.900000
10,0,6,14.100000
10,0,7,15.300000
10,0,8,16.600000
10,0,9,18.500000
10,0,10,19.600000
10,0,11,20.600000
10,0,12,21.400000
10,0,13,21.900000
10,0,14,22.100000
10,0,15,22.000000
10,0,16,21.299999
10,0,17,20.100000
10,0,18,19.100000
10,0,19,18.200001
10,0,20,17.299999
10,0,21,16.600000
10,0,22,16.200001
10,0,23,15.900000
10,1,0,15.700000
10,1,1,15.400000
10,1,2,15.000000
10,1,3,14.700000
10,1,4,14.100000
10,1,5,13.500000
10,1,6,13.300000
10,1,7,13.700000
10,1,8,14.500000
10,1,9,15.400000
10,1,10,16.400000
10,1,11,17.600000
10,1,12,18.400000
10,1,13,18.700001
10,1,14,18.799999
10,1,15,18.600000
10,1,16,18.200001
10,1,17,17.500000
10,1,18,16.700001
10,1,19,15.800000
10,1,20,14.900000
10,1,21,14.000000
10,1,22,13.400000
10,1,23,13.000000
10,2,0,12.500000
10,2,1,11.900000
10,2,2,11.300000
10,2,3,10.900000
10,2,4,10.300000
10,2,5,9.800000
10,2,6,9.800000
10,2,7,10.400000
10,2,8,11.500000
10,2,9,12.600000
10,2,10,13.700000
10,2,11,14.900000
10,2,12,15.800000
10,2,13,16.299999
10,2,14,16.500000
10,2,15,16.299999
10,2,16,15.600000
10,2,17,14.400000
10,2,18,13.300000
10,2,19,12.200000
10,2,20,11.200000
10,2,21,10.400000
10,2,22,10.200000
10,2,23,10.300000
10,3,0,10.400000
10,3,1,10.400000
10,3,2,10.400000
10,3,3,10.400000
10,3,4,10.300000
10,3,5,10.200000
10,3,6,10.400000
10,3,7,11.100000
10,3,8,12.000000
10,3,9,12.900000
10,3,10,13.900000
10,3,11,14.900000
10,3,12,15.600000
10,3,13,15.800000
10,3,14,15.700000
10,3,15,15.400000
10,3,16,15.000000
10,3,17,14.400000
10,3,18,14.000000
10,3,19,13.900000
10,3,20,14.000000
10,3,21,14.000000
10,3,22,13.800000
10,3,23,13.600000
